,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NATURALEZA,COLE_AREA_UBICACION,COLE_DEPTO_UBICACION,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,Educacion_padres,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,FAMI_NUMLIBROS,conectividad,alimentacion,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL
4236,I.E. NACIONALIZADO INTEGRADO,0,1,CESAR,0.0,1.2727272727272727,4.2727272727272725,35.22727272727273,4.6022727272727275,5.590909090909091,18.806818181818183,32.95454545454545,34.090909090909086,35.22727272727273,217.8409090909091
4237,I.E. NATALA,0,0,CAUCA,100.0,2.125,4.0,18.75,3.9375,4.875,12.8125,43.75,12.5,68.75,194.0
4238,I.E. NICOLAS CUERVO Y ROJAS,0,1,BOYACA,0.0,1.7894736842105263,4.2631578947368425,36.84210526315789,4.421052631578948,6.157894736842105,28.68421052631579,68.42105263157895,57.89473684210527,52.63157894736842,257.0
4239,I.E. NOANAMITO,0,0,CAUCA,100.0,2.3333333333333335,6.166666666666667,91.66666666666666,3.25,9.0,29.166666666666668,75.0,41.66666666666667,91.66666666666666,170.08333333333334
4240,I.E. NORMAL SUPERIOR,0,1,BOYACA,0.0,1.4137931034482758,3.896551724137931,51.724137931034484,3.9310344827586206,7.758620689655173,28.620689655172413,44.827586206896555,44.827586206896555,37.93103448275862,252.51724137931035
4241,I.E. NORMAL SUPERIOR,0,1,CESAR,0.0,1.6271186440677967,4.322033898305085,52.54237288135594,5.338983050847458,7.52542372881356,23.64406779661017,40.67796610169492,42.3728813559322,32.20338983050847,249.03389830508473
4242,I.E. NORMAL SUPERIOR DE COROZAL,0,1,SUCRE,10.948905109489052,1.5912408759124088,4.036496350364963,81.02189781021897,6.306569343065694,8.64963503649635,28.065693430656935,64.23357664233576,62.77372262773723,24.087591240875913,269.7153284671533
4243,I.E. NORMAL SUPERIOR DE ENVIGADO,0,1,ANTIOQUIA,0.6944444444444444,2.861111111111111,3.4583333333333335,88.19444444444444,5.208333333333333,12.729166666666666,35.138888888888886,100.0,90.27777777777779,11.805555555555555,284.9513888888889
4244,I.E. NORMAL SUPERIOR DE LA MOJANA,0,1,SUCRE,1.639344262295082,1.5737704918032787,4.409836065573771,59.01639344262295,5.409836065573771,6.983606557377049,20.57377049180328,27.86885245901639,31.147540983606557,39.34426229508197,219.9672131147541
4245,I.E. NORMAL SUPERIOR DE MOMPOX,0,1,BOLIVAR,1.0526315789473684,1.7157894736842105,4.578947368421052,83.15789473684211,5.621052631578947,9.821052631578947,31.57894736842105,57.89473684210527,58.94736842105262,35.78947368421053,239.32631578947368
4246,I.E. NORMAL SUPERIOR DE URABA,0,1,ANTIOQUIA,72.97297297297297,1.8783783783783783,3.891891891891892,87.83783783783784,4.743243243243243,12.608108108108109,32.972972972972975,93.24324324324324,59.45945945945946,21.62162162162162,240.24324324324326
4247,I.E. NORMAL SUPERIOR FEDERICO LLERAS ACOSTA,0,1,VICHADA,21.73913043478261,1.391304347826087,3.869565217391304,43.47826086956522,4.956521739130435,7.826086956521739,17.391304347826086,60.86956521739131,30.434782608695656,30.434782608695656,222.1304347826087
4248,I.E. NORMAL SUPERIOR LA INMACULADA,0,1,CAUCA,100.0,1.676923076923077,5.153846153846154,69.23076923076923,4.661538461538462,8.076923076923077,23.076923076923077,41.53846153846154,38.46153846153847,43.07692307692308,200.23076923076923
4249,I.E. NORMAL SUPERIOR LOS ANDES,0,1,CAUCA,0.0,1.7307692307692308,4.6923076923076925,30.76923076923077,3.3461538461538463,6.461538461538462,23.653846153846153,30.76923076923077,38.46153846153847,53.84615384615385,213.69230769230768
4250,I.E. NORMAL SUPERIOR MARIA INMACULADA,0,1,CESAR,0.0,1.4059405940594059,4.306930693069307,77.22772277227723,5.762376237623762,9.504950495049505,32.17821782178218,57.42574257425742,46.53465346534654,21.782178217821784,252.37623762376236
4251,I.E. NORMAL SUPERIOR NTRA SRA DEL ROSARIO,0,1,BOYACA,0.0,1.5849056603773586,3.830188679245283,47.16981132075472,4.188679245283019,5.886792452830188,29.81132075471698,39.62264150943396,50.943396226415096,50.943396226415096,246.54716981132074
4252,I.E. NORMAL SUPERIOR SAGRADO CORAZÓN,0,1,BOYACA,0.0,1.3666666666666667,4.466666666666667,33.33333333333333,5.0,3.8,17.166666666666668,16.666666666666664,16.666666666666664,66.66666666666666,235.16666666666666
4253,I.E. NORMAL SUPERIOR SANTA CLARA,0,1,CAUCA,1.9230769230769231,1.6538461538461537,4.153846153846154,32.69230769230769,4.4423076923076925,5.538461538461538,22.884615384615383,46.15384615384615,40.38461538461539,38.46153846153847,238.57692307692307
4254,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,0,1,BOYACA,0.0,2.078125,3.765625,70.3125,5.71875,9.5390625,33.984375,80.46875,66.40625,21.875,280.0390625
4255,I.E. NUCLEO ESCOLAR RURAL CALOTO,0,1,CAUCA,68.57142857142857,1.5714285714285714,3.9714285714285715,60.0,3.6,9.257142857142858,27.571428571428573,65.71428571428571,54.285714285714285,45.714285714285715,226.28571428571428
4256,I.E. NUCLEO TÉCNICO AGROPECUARIO,0,1,CAUCA,25.0,1.7857142857142858,3.4285714285714284,71.42857142857143,3.3214285714285716,6.0,17.5,71.42857142857143,35.714285714285715,35.714285714285715,227.25
4257,I.E. NUESTRA SE¿ORA DE FATIMA,0,1,ATLANTICO,0.0,2.1818181818181817,3.8636363636363638,95.45454545454545,5.318181818181818,10.909090909090908,33.63636363636363,97.72727272727273,79.54545454545455,18.181818181818183,266.3181818181818
4258,I.E. NUESTRA SEÑORA DE FATIMA,0,1,CESAR,5.555555555555555,1.9444444444444444,3.9444444444444446,97.22222222222221,7.333333333333333,10.0,35.27777777777778,100.0,61.111111111111114,13.88888888888889,283.8888888888889
4259,I.E. NUESTRA SEÑORA DE LA ANTIGUA,0,1,BOYACA,0.0,1.5918367346938775,3.816326530612245,36.734693877551024,4.224489795918367,5.816326530612245,25.714285714285715,40.816326530612244,44.89795918367347,51.02040816326531,259.2448979591837
4260,I.E. NUESTRA SEÑORA DE LA CANDELARIA,0,0,BOYACA,0.0,2.2,4.2,53.333333333333336,4.8,4.8,22.0,40.0,40.0,53.333333333333336,255.86666666666667
4261,I.E. NUESTRA SEÑORA DE LA CANDELARIA,0,1,ATLANTICO,3.7037037037037033,1.7407407407407407,5.296296296296297,55.55555555555556,6.777777777777778,6.222222222222222,21.85185185185185,44.44444444444444,48.148148148148145,18.51851851851852,251.33333333333334
4262,I.E. NUESTRA SEÑORA DE LA NAVAL,0,0,BOYACA,0.0,2.2857142857142856,3.5714285714285716,7.142857142857142,5.357142857142857,6.214285714285714,13.928571428571429,14.285714285714285,42.857142857142854,42.857142857142854,217.14285714285714
4263,I.E. NUESTRA SEÑORA DE LA PRESENTACIÓN,0,1,RISARALDA,0.0,2.0677966101694913,3.440677966101695,86.4406779661017,4.271186440677966,11.542372881355933,25.593220338983052,94.91525423728814,77.96610169491525,25.423728813559322,268.135593220339
4264,I.E. NUESTRA SEÑORA DE LAS LAJAS,0,0,NARIÑO,0.0,1.425,4.45,32.5,4.8,5.7,17.0,20.0,32.5,42.5,233.675
4265,I.E. NUESTRA SEÑORA DE LAS MERCEDES,0,0,CAUCA,22.22222222222222,1.2222222222222223,4.666666666666667,16.666666666666664,4.333333333333333,5.166666666666667,12.5,5.555555555555555,38.88888888888889,61.111111111111114,212.16666666666666
4266,I.E. NUESTRA SEÑORA DE LAS MERCEDES,0,1,BOYACA,0.0,1.826086956521739,4.304347826086956,78.26086956521739,4.173913043478261,7.565217391304348,23.47826086956522,52.17391304347826,52.17391304347826,52.17391304347826,264.60869565217394
4267,I.E. NUESTRA SEÑORA DE LAS MERCEDES,0,1,NARIÑO,0.0,1.34375,3.8125,18.75,5.71875,4.21875,24.0625,31.25,0.0,40.625,236.8125
4268,I.E. NUESTRA SEÑORA DE LOS DOLORES MANARE,0,1,CASANARE,3.488372093023256,1.9186046511627908,3.6744186046511627,70.93023255813954,5.476744186046512,8.790697674418604,35.23255813953488,65.11627906976744,58.139534883720934,32.55813953488372,263.54651162790697
4269,I.E. NUESTRA SEÑORA DEL BUEN AIRE,0,0,BOLIVAR,95.34883720930233,1.4883720930232558,4.255813953488372,67.44186046511628,5.5813953488372094,9.69767441860465,21.976744186046513,39.53488372093023,44.18604651162791,18.6046511627907,211.8139534883721
4270,I.E. NUESTRA SEÑORA DEL CARMEN,0,0,CESAR,0.0,1.25,4.285714285714286,42.857142857142854,5.571428571428571,5.357142857142857,18.928571428571427,25.0,42.857142857142854,39.285714285714285,248.35714285714286
4271,I.E. NUESTRA SEÑORA DEL CARMEN,0,1,BOYACA,0.0,1.4545454545454546,3.727272727272727,45.45454545454545,4.636363636363637,7.2727272727272725,21.96969696969697,27.27272727272727,45.45454545454545,60.60606060606061,246.96969696969697
4272,I.E. NUESTRA SEÑORA DEL CARMEN,0,1,CESAR,0.0,1.3137254901960784,4.254901960784314,54.11764705882353,4.823529411764706,8.552941176470588,19.392156862745097,56.86274509803921,44.70588235294118,26.27450980392157,233.8862745098039
4273,I.E. NUESTRA SEÑORA DEL CARMEN,0,1,CORDOBA,37.254901960784316,1.3627450980392157,4.1568627450980395,80.3921568627451,5.323529411764706,8.676470588235293,24.068627450980394,64.70588235294117,49.01960784313725,15.686274509803921,248.72549019607843
4274,I.E. NUESTRA SEÑORA DEL CARMEN,0,1,NARIÑO,100.0,2.1333333333333333,5.333333333333333,53.333333333333336,8.0,8.5,18.333333333333332,33.33333333333333,23.333333333333332,33.33333333333333,210.9
4275,I.E. NUESTRA SEÑORA DEL CARMEN DE BARBOSA,0,0,BOLIVAR,0.0,1.6756756756756757,5.594594594594595,10.81081081081081,5.675675675675675,6.405405405405405,24.594594594594593,13.513513513513514,27.027027027027028,37.83783783783784,203.2972972972973
4276,I.E. NUESTRA SEÑORA DEL CARMEN DE LAS CARAS,0,0,BOLIVAR,0.0,2.727272727272727,5.0,54.54545454545454,6.0,7.363636363636363,31.363636363636363,36.36363636363637,36.36363636363637,45.45454545454545,207.72727272727272
4277,I.E. NUESTRA SEÑORA DEL ROSARIO -ANTES (I.E. URB DE NIÑAS NTA SRA DEL ROSARIO),0,1,CAUCA,5.555555555555555,1.8333333333333333,3.5555555555555554,38.88888888888889,6.0,9.333333333333334,15.555555555555555,50.0,22.22222222222222,55.55555555555556,212.44444444444446
4278,I.E. NUEVA COLONIA,0,0,ANTIOQUIA,98.46153846153847,1.5538461538461539,4.138461538461539,70.76923076923077,5.446153846153846,8.815384615384616,25.923076923076923,55.38461538461539,40.0,21.53846153846154,196.0
4279,I.E. NUEVA ESTRELLA,0,0,SUCRE,66.66666666666666,1.4444444444444444,6.111111111111111,11.11111111111111,5.666666666666667,3.3333333333333335,16.666666666666668,22.22222222222222,22.22222222222222,66.66666666666666,194.77777777777777
4280,I.E. NUEVA GRANADA,0,0,ANTIOQUIA,0.0,1.6153846153846154,5.461538461538462,23.076923076923077,4.384615384615385,4.846153846153846,25.384615384615383,23.076923076923077,23.076923076923077,69.23076923076923,186.53846153846155
4281,I.E. NUEVA VISTA HERMOSA,0,0,SUCRE,0.0,2.4285714285714284,5.0,42.857142857142854,5.142857142857143,7.714285714285714,25.714285714285715,14.285714285714285,42.857142857142854,57.14285714285714,200.42857142857142
4282,I.E. NUEVAS FLORES,0,0,CESAR,11.11111111111111,1.3333333333333333,5.888888888888889,33.33333333333333,5.333333333333333,7.0,13.333333333333334,0.0,22.22222222222222,22.22222222222222,209.0
4283,I.E. NUEVO HORIZONTE,0,1,CUNDINAMARCA,0.0,1.6415094339622642,4.584905660377358,62.264150943396224,4.9245283018867925,9.169811320754716,27.452830188679247,77.35849056603774,64.15094339622641,37.735849056603776,213.83018867924528
4284,I.E. NUEVO ORIENTE,0,0,ANTIOQUIA,0.0,2.2,6.2,60.0,3.6,3.0,19.0,20.0,20.0,60.0,202.0
4285,I.E. OCTAVIO MENDOZA DURAN,0,0,CESAR,100.0,1.4,4.333333333333333,53.333333333333336,5.4,6.0,15.666666666666666,46.666666666666664,40.0,33.33333333333333,241.93333333333334
4286,I.E. OLAYA (ANTES C.E. OLAYA),0,0,CAUCA,90.47619047619048,1.6666666666666667,3.761904761904762,42.857142857142854,5.714285714285714,7.714285714285714,25.238095238095237,57.14285714285714,38.095238095238095,57.14285714285714,207.85714285714286
4287,I.E. ORTEGA (C.E. ORTEGA),0,0,CAUCA,0.0,1.5,4.75,25.0,3.375,3.0,18.75,37.5,12.5,100.0,195.875
4288,I.E. OSWALDO OCHOA BECERRA,0,1,BOLIVAR,0.0,1.434782608695652,4.913043478260869,36.95652173913043,4.239130434782608,7.956521739130435,15.434782608695652,30.434782608695656,28.26086956521739,23.91304347826087,214.15217391304347
4289,I.E. PABLO VALETTE,0,1,BOYACA,0.0,1.6875,3.9375,40.625,4.59375,7.03125,24.21875,34.375,46.875,50.0,236.46875
4290,I.E. PABLO VI,0,0,ARAUCA,0.0,1.5135135135135136,3.918918918918919,37.83783783783784,2.27027027027027,5.4324324324324325,16.89189189189189,21.62162162162162,40.54054054054054,78.37837837837837,213.86486486486487
4291,I.E. PABLO VI,0,1,CAUCA,100.0,1.5121951219512195,5.487804878048781,58.536585365853654,5.853658536585366,8.414634146341463,18.29268292682927,46.34146341463415,31.70731707317073,65.85365853658537,176.78048780487805
4292,I.E. PADRE MANUEL BRICEÑO JAUREGUI,0,1,NORTE SANTANDER,0.0,1.7204301075268817,4.354838709677419,60.215053763440864,3.967741935483871,11.225806451612904,22.956989247311828,79.56989247311827,62.365591397849464,27.956989247311824,254.40860215053763
4293,I.E. PADRE ROBERTO ARROYAVE VELEZ,0,1,ANTIOQUIA,0.0,2.4444444444444446,3.6984126984126986,69.84126984126983,5.190476190476191,10.714285714285714,28.095238095238095,82.53968253968253,77.77777777777779,31.746031746031743,253.15873015873015
4294,I.E. PAJARITO,0,0,SUCRE,40.0,1.3,4.2,40.0,3.9,9.9,31.5,10.0,50.0,50.0,225.8
4295,I.E. PALMAR CAÑO HONDO,0,0,CESAR,0.0,2.0555555555555554,6.0,22.22222222222222,6.666666666666667,2.3333333333333335,17.5,0.0,33.33333333333333,50.0,195.83333333333334
4296,I.E. PALMAS DE VINO,0,0,SUCRE,0.0,1.1666666666666667,6.0,50.0,6.0,7.5,36.666666666666664,16.666666666666664,33.33333333333333,16.666666666666664,230.66666666666666
4297,I.E. PALO ALTO,0,0,SUCRE,100.0,1.8333333333333333,4.833333333333333,29.166666666666668,4.75,6.5,32.5,33.33333333333333,50.0,20.833333333333336,211.79166666666666
4298,I.E. PANEBIANCO AMERICANO,0,0,VALLE,0.0,2.2903225806451615,3.3225806451612905,87.09677419354838,6.483870967741935,12.387096774193548,35.0,90.32258064516128,58.06451612903226,22.58064516129032,265.0
4299,I.E. PANFILO CANTILLO MENDOZA,0,1,ATLANTICO,0.0,1.9782608695652173,5.043478260869565,54.347826086956516,6.456521739130435,8.021739130434783,16.956521739130434,28.26086956521739,41.30434782608695,39.130434782608695,223.97826086956522
4300,I.E. PARA JÓVENES Y ADULTOS SIN FRONTERAS,1,1,NORTE SANTANDER,0.0,2.1322314049586777,3.6942148760330578,71.07438016528926,4.041322314049586,10.016528925619834,22.1900826446281,77.68595041322314,63.63636363636363,52.892561983471076,219.38842975206612
4301,I.E. PATILLAL,0,0,CESAR,0.0,1.65625,4.5,56.25,6.84375,6.84375,19.0625,28.125,34.375,53.125,250.96875
4302,I.E. PAULINA (C.E. PAULINA),1,1,ANTIOQUIA,0.0,2.9375,3.375,93.75,5.625,13.3125,45.625,100.0,87.5,6.25,257.1875
4303,I.E. PAVARANDÓ GRANDE,0,0,ANTIOQUIA,0.0,1.6666666666666667,5.166666666666667,41.66666666666667,5.5,5.75,30.416666666666668,25.0,25.0,58.333333333333336,195.83333333333334
4304,I.E. PAZ Y ESPERANZA,0,0,ARAUCA,0.0,1.7,4.4,10.0,7.2,10.2,24.5,40.0,60.0,40.0,212.8
4305,I.E. PBRO. RICARDO LUIS GUTIERREZ TOBON,0,1,ANTIOQUIA,0.0,1.896551724137931,4.103448275862069,48.275862068965516,3.0,8.586206896551724,25.689655172413794,75.86206896551724,75.86206896551724,44.827586206896555,230.13793103448276
4306,I.E. PIAGUA,0,0,CAUCA,25.0,1.25,4.0,50.0,3.0,8.625,30.0,37.5,50.0,37.5,233.875
4307,I.E. PIEDRA DE LEON (ANTES C.E. PIEDRA DE LEON),0,0,CAUCA,42.857142857142854,1.7142857142857142,4.571428571428571,28.57142857142857,5.357142857142857,4.714285714285714,17.142857142857142,14.285714285714285,21.428571428571427,78.57142857142857,203.35714285714286
4308,I.E. PIEDRECITAS,0,0,ANTIOQUIA,0.0,1.2916666666666667,3.8333333333333335,37.5,5.125,7.875,19.583333333333332,37.5,33.33333333333333,33.33333333333333,193.41666666666666
4309,I.E. PIJAOS,0,0,BOYACA,13.333333333333334,1.6666666666666667,4.733333333333333,6.666666666666667,5.2,6.0,18.333333333333332,33.33333333333333,46.666666666666664,80.0,261.6
4310,I.E. PIO XII,0,1,BOLIVAR,0.0,1.3333333333333333,4.213675213675214,77.77777777777779,6.871794871794871,7.641025641025641,27.82051282051282,50.427350427350426,51.28205128205128,18.803418803418804,257.11965811965814
4311,I.E. PIO XII,0,1,PUTUMAYO,22.727272727272727,1.7196969696969697,3.606060606060606,81.06060606060606,5.0,10.295454545454545,37.916666666666664,78.78787878787878,62.121212121212125,25.0,267.1666666666667
4312,I.E. PLACIDO CAMILO CROUS,1,1,PUTUMAYO,35.714285714285715,1.5,4.285714285714286,85.71428571428571,6.214285714285714,6.214285714285714,29.642857142857142,57.14285714285714,42.857142857142854,28.57142857142857,277.2142857142857
4313,I.E. PLAYA BLANCA,0,0,CORDOBA,0.0,2.0,3.4,20.0,3.6,6.0,34.0,20.0,40.0,20.0,213.4
4314,I.E. PLINIO MENDOZA NEIRA,0,0,BOYACA,0.0,1.8333333333333333,3.888888888888889,46.2962962962963,4.666666666666667,7.388888888888889,25.74074074074074,61.111111111111114,59.25925925925925,64.81481481481481,254.09259259259258
4315,I.E. POBLAZÓN,0,0,CAUCA,100.0,1.8333333333333333,5.333333333333333,16.666666666666664,2.0,3.5,15.0,50.0,33.33333333333333,50.0,208.83333333333334
4316,I.E. POLICARPA SALAVARRIETA,0,1,ANTIOQUIA,10.483870967741936,1.7419354838709677,4.225806451612903,54.03225806451613,4.596774193548387,9.653225806451612,22.782258064516128,66.93548387096774,44.354838709677416,32.25806451612903,207.0241935483871
4317,I.E. POLICARPA SALAVARRIETA,0,1,CUNDINAMARCA,2.2222222222222223,2.0,4.333333333333333,66.66666666666666,5.0,8.666666666666666,26.444444444444443,73.33333333333333,75.55555555555556,31.11111111111111,222.51111111111112
4318,I.E. POLINDARA,0,0,CAUCA,100.0,2.5555555555555554,5.666666666666667,44.44444444444444,5.333333333333333,6.333333333333333,19.444444444444443,44.44444444444444,44.44444444444444,44.44444444444444,191.66666666666666
4319,I.E. POLITECNICO FRANCISCO DE PAULA SANTANDER,0,1,CAUCA,25.0,1.3333333333333333,3.9444444444444446,63.888888888888886,6.416666666666667,2.9166666666666665,24.86111111111111,11.11111111111111,16.666666666666664,80.55555555555556,264.19444444444446
4320,I.E. POLITECNICO LA MILAGROSA,0,1,CAUCA,50.0,1.6666666666666667,4.555555555555555,61.111111111111114,3.6666666666666665,8.0,16.944444444444443,66.66666666666666,33.33333333333333,27.77777777777778,199.38888888888889
4321,I.E. POPALES,0,0,CORDOBA,0.0,1.8888888888888888,4.333333333333333,33.33333333333333,5.0,8.666666666666666,19.444444444444443,33.33333333333333,11.11111111111111,11.11111111111111,198.55555555555554
4322,I.E. POZO AZUL,0,0,BOLIVAR,0.0,1.4761904761904763,4.809523809523809,33.33333333333333,4.428571428571429,6.0,21.428571428571427,42.857142857142854,38.095238095238095,66.66666666666666,221.66666666666666
4323,I.E. PRADOS VERDES,1,1,ANTIOQUIA,0.0,2.7142857142857144,3.0,85.71428571428571,8.142857142857142,13.714285714285714,32.857142857142854,100.0,57.14285714285714,0.0,279.57142857142856
4324,I.E. PRESBITERO JUAN J. ESCOBAR,0,1,ANTIOQUIA,0.0,2.1842105263157894,3.526315789473684,63.1578947368421,4.2631578947368425,10.736842105263158,25.0,84.21052631578947,68.42105263157895,13.157894736842104,236.0
4325,I.E. PROMOCION SOCIAL,0,0,CAUCA,0.0,2.0526315789473686,4.578947368421052,47.368421052631575,4.7368421052631575,8.526315789473685,25.0,63.1578947368421,52.63157894736842,42.10526315789473,250.73684210526315
4326,I.E. PROMOCION SOCIAL,0,1,CESAR,0.0,1.4375,3.9375,62.5,3.5625,10.40625,15.3125,59.375,65.625,25.0,231.21875
4327,I.E. PROMOCION SOCIAL GUANACAS,0,0,CAUCA,41.66666666666667,1.25,4.833333333333333,50.0,3.5,11.0,34.583333333333336,75.0,41.66666666666667,66.66666666666666,268.0833333333333
4328,I.E. PUEBLO BELLO,0,0,ANTIOQUIA,0.0,1.76,5.08,28.000000000000004,4.68,6.72,18.0,12.0,12.0,40.0,206.76
4329,I.E. PUEBLO NUEVO,0,0,SUCRE,0.0,1.4375,4.5,18.75,7.125,3.75,15.625,0.0,18.75,43.75,223.0
4330,I.E. PUEBLO NUEVO CIPRÉS,0,0,CAUCA,100.0,1.6,4.8,20.0,4.2,4.2,21.0,10.0,20.0,80.0,197.6
4331,I.E. PUERTO CESAR,0,0,ANTIOQUIA,0.0,1.84,4.92,32.0,5.52,5.64,26.4,20.0,20.0,48.0,201.08
4332,I.E. PUERTO COLOMBIA,0,0,CASANARE,0.0,1.4285714285714286,4.428571428571429,42.857142857142854,3.4285714285714284,4.285714285714286,21.428571428571427,42.857142857142854,57.14285714285714,14.285714285714285,231.57142857142858
4333,I.E. PUERTO LOPEZ,0,0,SUCRE,0.0,1.8333333333333333,5.333333333333333,66.66666666666666,4.0,2.5,16.666666666666668,33.33333333333333,33.33333333333333,16.666666666666664,202.83333333333334
4334,I.E. PUERTO PINZON,0,0,BOYACA,0.0,1.7,3.6,40.0,4.2,5.4,14.5,30.0,30.0,40.0,220.1
4335,I.E. PUERTO REY,0,0,BOLIVAR,100.0,1.2777777777777777,4.666666666666667,33.33333333333333,5.666666666666667,6.0,21.38888888888889,16.666666666666664,66.66666666666666,55.55555555555556,191.61111111111111
4336,I.E. PUERTO SANTO,0,0,CORDOBA,0.0,1.2666666666666666,5.266666666666667,20.0,4.4,4.2,14.0,6.666666666666667,6.666666666666667,33.33333333333333,229.66666666666666
4337,I.E. PUNTA DE PIEDRA,0,0,ANTIOQUIA,0.0,2.1875,4.125,43.75,4.875,7.875,16.875,31.25,37.5,56.25,191.75
4338,I.E. QUEBRADAGRANDE,0,0,VALLE,0.0,1.5,4.166666666666667,41.66666666666667,5.0,5.75,13.75,33.33333333333333,66.66666666666666,33.33333333333333,246.08333333333334
4339,I.E. QUEBRADAS,0,0,SANTANDER,0.0,1.4285714285714286,4.142857142857143,14.285714285714285,3.0,4.285714285714286,22.142857142857142,28.57142857142857,28.57142857142857,85.71428571428571,247.42857142857142
4340,I.E. QUICHAYA,0,0,CAUCA,100.0,2.125,4.0,37.5,4.875,5.625,13.75,37.5,12.5,62.5,183.0
4341,I.E. R.  BERLIN,0,0,CAQUETA,0.0,2.0,4.0,0.0,10.5,6.0,10.0,0.0,0.0,100.0,209.5
4342,I.E. R. ALTO QUEBRADON,0,0,CAQUETA,0.0,2.2,3.1333333333333333,40.0,5.8,4.4,21.0,46.666666666666664,46.666666666666664,86.66666666666667,197.0
4343,I.E. R. BRISAS DE SAN ISIDRO,0,0,CAQUETA,0.0,1.3333333333333333,3.6666666666666665,0.0,4.5,3.0,12.5,33.33333333333333,33.33333333333333,0.0,212.33333333333334
4344,I.E. R. JORGE ELIECER GAITAN,0,0,CAQUETA,0.0,1.3333333333333333,3.0,0.0,4.0,3.0,10.0,33.33333333333333,0.0,100.0,186.33333333333334
4345,I.E. R. LA AGUILILLA,0,0,CAQUETA,0.0,1.7272727272727273,5.181818181818182,27.27272727272727,5.181818181818182,6.2727272727272725,32.72727272727273,63.63636363636363,27.27272727272727,54.54545454545454,192.72727272727272
4346,I.E. R. LA ESMERALDA,0,0,CAQUETA,16.666666666666664,1.6666666666666667,3.3333333333333335,33.33333333333333,6.0,4.5,12.5,16.666666666666664,66.66666666666666,100.0,246.66666666666666
4347,I.E. R. LA FLORIDA,0,0,CAQUETA,0.0,1.5,3.5,50.0,3.0,5.25,17.5,50.0,0.0,75.0,205.75
4348,I.E. R. LA UNION,0,0,CAQUETA,0.0,1.5,5.5,0.0,8.25,8.25,30.0,50.0,0.0,0.0,235.25
4349,I.E. R. LOS POZOS,0,0,CAQUETA,0.0,2.25,5.5,0.0,3.75,4.5,17.5,75.0,25.0,0.0,202.0
4350,I.E. R. SAN JUAN DEL LOSADA,0,0,CAQUETA,0.0,1.4545454545454546,4.090909090909091,27.27272727272727,7.090909090909091,6.0,19.09090909090909,45.45454545454545,63.63636363636363,81.81818181818183,222.9090909090909
4351,I.E. R. SANTANA RAMOS,0,0,CAQUETA,0.0,3.0,5.0,0.0,3.0,6.0,10.0,100.0,100.0,100.0,181.0
4352,I.E. R. SANTO DOMINGO SAVIO,0,0,CAQUETA,0.0,2.0,5.0,100.0,3.0,3.0,50.0,100.0,0.0,100.0,265.0
4353,I.E. RAFAEL ARGOTE VEGA,0,1,CESAR,4.545454545454546,1.5454545454545454,4.590909090909091,68.18181818181817,4.909090909090909,6.886363636363637,27.15909090909091,45.45454545454545,47.72727272727273,20.454545454545457,214.9090909090909
4354,I.E. RAFAEL BAYONA NIÑO,0,0,BOYACA,0.0,1.8,4.0,45.0,3.45,9.45,29.25,60.0,55.00000000000001,25.0,264.9
4355,I.E. RAFAEL NUÑEZ,1,1,VALLE,0.0,2.066666666666667,3.4,80.0,4.6,10.4,18.666666666666668,73.33333333333333,60.0,33.33333333333333,238.6
4356,I.E. RAFAEL REYES,1,1,BOYACA,0.0,2.4615384615384617,3.4615384615384617,76.92307692307693,4.153846153846154,8.538461538461538,40.76923076923077,92.3076923076923,76.92307692307693,23.076923076923077,331.61538461538464
4357,I.E. RAFAEL SALAZAR,0,1,CESAR,0.0,1.32,3.88,64.0,6.96,8.16,20.6,48.0,52.0,32.0,220.52
4358,I.E. RAFAEL SEGUNDO TURIZO MARTINEZ,0,0,BOLIVAR,0.0,1.5555555555555556,4.777777777777778,66.66666666666666,4.666666666666667,3.6666666666666665,21.11111111111111,44.44444444444444,11.11111111111111,55.55555555555556,225.88888888888889
4359,I.E. RAFAEL SOTO FUENTES,0,0,CESAR,0.0,1.263157894736842,4.473684210526316,36.84210526315789,4.578947368421052,7.894736842105263,16.05263157894737,26.31578947368421,42.10526315789473,15.789473684210526,227.1578947368421
4360,I.E. RAFAEL URIBE URIBE,0,0,CESAR,0.0,1.1587301587301588,4.682539682539683,44.44444444444444,5.0476190476190474,6.0476190476190474,28.41269841269841,28.57142857142857,41.269841269841265,30.158730158730158,226.34920634920636
4361,I.E. RAFAEL URIBE URIBE,0,1,BOLIVAR,100.0,1.6440677966101696,4.559322033898305,71.1864406779661,6.101694915254237,8.59322033898305,30.084745762711865,47.45762711864407,50.847457627118644,33.89830508474576,231.57627118644066
4362,I.E. RECUERDO BAJO (ANTES C.E.),0,0,CAUCA,0.0,1.5,4.75,12.5,5.625,4.5,13.75,12.5,12.5,62.5,209.875
4363,I.E. REGION SUR DE AQUITANIA,0,0,BOYACA,0.0,2.0,3.6666666666666665,0.0,2.0,4.0,15.0,33.33333333333333,33.33333333333333,33.33333333333333,236.0
